district,year,flooded,annual_total_mm,annual_max_daily,monsoon_total_mm,monsoon_avg_daily,monsoon_max_daily,monsoon_rainy_days,premonsoon_total_mm,province,lat,lon,elevation_m,terrain_type,river_proximity,flood_risk_geo,terrain_code,geo_risk_code,province_code,flood_intensity_score
Tangir,2017,0,434.67,24.91,117.56,0.9636,8.9,4,62.97,GB,35.5,73.2,1400,mountains,1,low,4,1,6.0,0.1678
Darel,2017,0,434.67,24.91,117.56,0.9636,8.9,4,62.97,GB,35.55,73.4,1500,mountains,1,low,4,1,6.0,0.1566
Diamer,2017,0,637.92,23.16,247.13,2.0257,12.96,18,101.56,GB,35.1667,73.6667,1600,mountains,1,low,4,1,6.0,0.3087
Astore,2017,0,460.71,33.0,117.17,0.9604,11.92,4,105.78,GB,35.3667,74.9,2590,mountains,1,low,4,1,6.0,0.0904
Ghizer,2017,0,199.76,10.03,46.84,0.3839,4.24,0,32.51,GB,36.2,73.75,2200,mountains,1,low,4,1,6.0,0.0426
Gupis Yasin,2017,0,233.39,15.17,42.44,0.3479,4.55,0,33.19,GB,36.17,73.27,2260,mountains,1,low,4,1,6.0,0.0375
Muzaffarabad,2017,0,884.79,32.05,382.58,3.1359,19.12,32,142.58,AJK,34.37,73.47,737,mountains,1,low,4,1,5.0,1.0368
Mirpur,2017,0,978.84,60.3,632.63,5.1855,60.3,33,121.78,AJK,33.1478,73.7508,411,hills,1,low,3,1,5.0,3.071
Bagh,2017,0,966.25,39.42,415.33,3.4043,26.36,31,164.5,AJK,33.9861,73.7808,1070,mountains,1,low,4,1,5.0,0.7756
Rawalakot,2017,0,966.25,39.42,415.33,3.4043,26.36,31,164.5,AJK,33.8583,73.7611,1676,mountains,0,low,4,1,5.0,0.2477
Kotli,2017,0,1028.84,44.25,554.22,4.5428,44.25,29,149.05,AJK,33.5136,73.9017,614,hills,1,low,3,1,5.0,1.8023
Neelum,2017,0,884.79,32.05,382.58,3.1359,19.12,32,142.58,AJK,34.55,73.9,1400,mountains,1,low,4,1,5.0,0.5462
Haveli,2017,0,966.25,39.42,415.33,3.4043,26.36,31,164.5,AJK,33.77,73.66,1200,mountains,0,low,4,1,5.0,0.3458
Sudhnoti,2017,0,1028.84,44.25,554.22,4.5428,44.25,29,149.05,AJK,33.55,73.67,960,hills,0,low,3,1,5.0,0.5767
Hattian Bala,2017,0,884.79,32.05,382.58,3.1359,19.12,32,142.58,AJK,34.37,73.83,1050,mountains,1,low,4,1,5.0,0.728
Jhelum Valley,2017,0,884.79,32.05,382.58,3.1359,19.12,32,142.58,AJK,34.67,73.67,1600,mountains,1,low,4,1,5.0,0.4779
Islamabad,2017,0,913.51,46.51,540.29,4.4286,46.51,30,114.33,ICT,33.7294,73.0931,540,hills,0,low,3,1,0.0,0.9987
Lahore,2018,0,622.74,98.47,539.7,4.4238,98.47,29,25.74,Punjab,31.5204,74.3587,217,plains,1,medium,1,2,1.0,4.9514
Multan,2018,0,87.59,18.5,50.47,0.4137,6.57,4,10.94,Punjab,30.1575,71.5249,122,plains,1,medium,1,2,1.0,0.8207
Faisalabad,2018,0,338.2,29.1,247.27,2.0268,29.1,18,50.11,Punjab,31.4504,73.135,186,plains,0,medium,1,2,1.0,1.3223
Rawalpindi,2018,0,899.26,52.28,578.92,4.7452,52.28,37,146.32,Punjab,33.5651,73.0169,508,hills,0,low,3,1,1.0,1.1374
Gujranwala,2018,0,757.13,91.05,638.5,5.2336,91.05,37,43.72,Punjab,32.1877,74.1945,228,plains,1,medium,1,2,1.0,5.5764
Sialkot,2018,0,909.15,58.0,727.35,5.9619,58.0,46,75.5,Punjab,32.4945,74.5229,256,plains,1,medium,1,2,1.0,5.6603
Bahawalpur,2018,0,127.56,19.49,105.94,0.8684,19.49,7,8.98,Punjab,29.3956,71.6836,117,plains,1,medium,1,2,1.0,1.7956
Rahim Yar Khan,2018,0,58.21,14.16,50.65,0.4152,14.16,2,3.76,Punjab,28.4212,70.2989,82,plains,1,high,1,3,1.0,1.2205
DG Khan,2018,0,75.83,14.04,45.22,0.3707,5.9,2,7.98,Punjab,30.0368,70.634,138,plains,1,medium,1,2,1.0,0.6506
Muzaffargarh,2018,0,87.59,18.5,50.47,0.4137,6.57,4,10.94,Punjab,30.0736,71.193,118,plains,1,medium,1,2,1.0,0.8482
Gujrat,2018,0,909.15,58.0,727.35,5.9619,58.0,46,75.5,Punjab,32.5742,74.0796,246,plains,1,medium,1,2,1.0,5.8895
Sheikhupura,2018,0,456.71,74.26,374.99,3.0737,74.26,23,34.8,Punjab,31.7167,73.985,213,plains,1,medium,1,2,1.0,3.5046
Sargodha,2018,0,369.43,33.06,238.22,1.9526,33.06,14,75.12,Punjab,32.0836,72.6711,187,plains,1,medium,1,2,1.0,2.5343
Jhang,2018,0,307.11,19.69,209.52,1.7174,19.69,13,54.24,Punjab,31.2681,72.3181,164,plains,1,medium,1,2,1.0,2.5396
Kasur,2018,0,509.65,66.03,451.23,3.6986,66.03,25,15.91,Punjab,31.1167,74.45,210,plains,1,medium,1,2,1.0,4.2771
Okara,2018,0,374.14,51.06,319.93,2.6224,51.06,21,20.89,Punjab,30.81,73.4597,174,plains,0,medium,1,2,1.0,1.8282
Sahiwal,2018,0,242.32,51.26,205.72,1.6862,51.26,10,14.12,Punjab,30.6682,73.1166,170,plains,0,medium,1,2,1.0,1.203
Pakpattan,2018,0,242.32,51.26,205.72,1.6862,51.26,10,14.12,Punjab,30.3436,73.3868,154,plains,1,medium,1,2,1.0,2.6545
Bahawalnagar,2018,0,220.28,58.27,196.26,1.6087,58.27,8,7.9,Punjab,29.9947,73.2536,140,plains,1,medium,1,2,1.0,2.7838
Vehari,2018,0,202.82,51.73,178.35,1.4619,51.73,9,8.17,Punjab,30.0444,72.3508,134,plains,1,medium,1,2,1.0,2.6422
Lodhran,2018,0,127.56,19.49,105.94,0.8684,19.49,7,8.98,Punjab,29.5372,71.632,111,plains,1,medium,1,2,1.0,1.8918
Khanewal,2018,0,139.38,19.19,91.43,0.7494,19.19,5,16.05,Punjab,30.3014,71.932,122,plains,1,medium,1,2,1.0,1.4867
Chiniot,2018,0,338.2,29.1,247.27,2.0268,29.1,18,50.11,Punjab,31.72,72.9781,178,plains,1,medium,1,2,1.0,2.7628
Hafizabad,2018,0,557.02,72.94,441.79,3.6212,72.94,28,52.53,Punjab,32.0714,73.6881,212,plains,1,medium,1,2,1.0,4.1483
Narowal,2018,0,1030.08,109.16,883.55,7.2422,109.16,51,51.32,Punjab,32.1,74.8728,240,plains,1,medium,1,2,1.0,7.3324
Nankana Sahib,2018,0,456.71,74.26,374.99,3.0737,74.26,23,34.8,Punjab,31.45,73.71,210,plains,1,medium,1,2,1.0,3.5544
Mandi Bahauddin,2018,0,686.09,53.54,524.22,4.2969,53.54,36,75.74,Punjab,32.5853,73.4912,230,plains,1,medium,1,2,1.0,4.5387
Attock,2018,0,959.27,49.96,560.86,4.5972,49.96,38,182.4,Punjab,33.7667,72.3601,305,hills,1,low,3,1,1.0,3.6658
Chakwal,2018,0,712.43,35.11,482.75,3.957,35.11,30,109.94,Punjab,32.9319,72.8561,498,hills,0,low,3,1,1.0,0.9674
Jhelum,2018,0,820.93,40.02,585.25,4.7971,40.02,37,108.88,Punjab,32.9263,73.7267,287,hills,1,medium,3,2,1.0,4.0642
Khushab,2018,0,451.15,30.28,286.28,2.3466,30.28,20,86.89,Punjab,32.2958,72.3514,210,plains,1,medium,1,2,1.0,2.7136
Bhakkar,2018,0,155.55,11.07,79.76,0.6538,11.07,3,19.63,Punjab,31.6267,71.0647,145,plains,1,medium,1,2,1.0,1.0926
Layyah,2018,0,121.2,14.6,60.5,0.4959,6.9,4,15.87,Punjab,30.9597,70.9436,134,plains,1,medium,1,2,1.0,0.8963
Toba Tek Singh,2018,0,251.06,24.61,187.85,1.5398,24.61,14,30.16,Punjab,30.97,72.48,168,plains,0,medium,1,2,1.0,1.1115
Dera Ghazi Khan,2018,0,75.83,14.04,45.22,0.3707,5.9,2,7.98,Punjab,30.05,70.64,138,plains,1,medium,1,2,1.0,0.6506
Karachi Central,2018,0,27.87,4.9,25.9,0.2123,4.9,0,0.32,Sindh,24.9056,67.0822,8,coastal,0,medium,2,2,2.0,2.8778
Karachi East,2018,0,27.87,4.9,25.9,0.2123,4.9,0,0.32,Sindh,24.94,67.13,10,coastal,0,medium,2,2,2.0,2.3545
Karachi West,2018,0,27.87,4.9,25.9,0.2123,4.9,0,0.32,Sindh,24.88,66.99,8,coastal,0,medium,2,2,2.0,2.8778
Karachi South,2018,0,27.87,4.9,25.9,0.2123,4.9,0,0.32,Sindh,24.84,67.01,5,coastal,0,medium,2,2,2.0,4.3167
Malir,2018,0,41.36,17.02,40.17,0.3293,17.02,2,0.13,Sindh,25.07,67.2,15,coastal,0,medium,2,2,2.0,2.5106
Hyderabad,2018,0,59.67,28.58,58.77,0.4817,28.58,3,0.45,Sindh,25.396,68.3578,38,plains,1,high,1,3,2.0,3.0138
Sukkur,2018,0,22.2,7.47,14.85,0.1217,7.47,1,2.99,Sindh,27.7052,68.8574,65,plains,1,high,1,3,2.0,0.45
Larkana,2018,0,25.09,10.98,16.51,0.1353,10.98,1,4.6,Sindh,27.559,68.21,56,plains,1,high,1,3,2.0,0.5793
Thatta,2018,0,77.46,21.61,77.09,0.6319,21.61,5,0.25,Sindh,24.7461,67.9236,12,coastal,1,high,2,3,2.0,11.86
Dadu,2018,0,14.83,2.27,13.1,0.1074,2.27,0,0.95,Sindh,26.73,67.78,50,plains,1,high,1,3,2.0,0.5137
Jacobabad,2018,0,50.44,15.29,34.59,0.2835,15.29,1,4.89,Sindh,28.2769,68.4376,55,plains,1,high,1,3,2.0,1.2354
Kashmore,2018,0,44.27,10.78,35.16,0.2882,10.78,2,3.56,Sindh,28.4419,69.5714,60,plains,1,high,1,3,2.0,1.1528
Kamber,2018,0,25.09,10.98,16.51,0.1353,10.98,1,4.6,Sindh,27.5867,68.0019,48,plains,1,high,1,3,2.0,0.6739
Shikarpur,2018,0,29.28,4.91,17.64,0.1446,4.91,0,3.48,Sindh,27.9558,68.6381,58,plains,1,high,1,3,2.0,0.598
Mirpur Khas,2018,0,62.12,27.18,61.27,0.5022,27.18,3,0.44,Sindh,25.527,69.0144,28,plains,1,high,1,3,2.0,4.2255
Sanghar,2018,0,42.65,15.99,41.44,0.3397,15.99,2,1.0,Sindh,26.0469,68.9469,42,plains,1,high,1,3,2.0,1.9274
Nawabshah,2018,0,39.22,16.18,37.93,0.3109,16.18,2,1.04,Sindh,26.2439,68.41,37,plains,1,high,1,3,2.0,1.9963
Naushahro Feroze,2018,0,20.89,8.24,15.89,0.1302,8.24,1,3.28,Sindh,26.8381,68.1142,44,plains,1,high,1,3,2.0,0.7062
Khairpur,2018,0,22.2,7.47,14.85,0.1217,7.47,1,2.99,Sindh,27.529,68.7592,52,plains,1,high,1,3,2.0,0.5604
Ghotki,2018,0,42.68,11.24,33.04,0.2708,11.24,1,5.08,Sindh,28.005,69.3214,62,plains,1,high,1,3,2.0,1.0489
Badin,2018,0,79.99,21.53,79.5,0.6516,21.53,5,0.34,Sindh,24.6558,68.8369,10,coastal,1,high,2,3,2.0,14.4545
Tharparkar,2018,0,129.9,33.28,128.85,1.0561,33.28,9,1.04,Sindh,24.71,70.23,85,plains,0,medium,1,2,2.0,1.4983
Umerkot,2018,0,110.72,51.85,109.95,0.9012,51.85,5,0.68,Sindh,25.36,69.74,52,plains,0,medium,1,2,2.0,2.0745
Matiari,2018,0,62.12,27.18,61.27,0.5022,27.18,3,0.44,Sindh,25.59,68.46,30,plains,1,high,1,3,2.0,3.9529
Jamshoro,2018,0,59.67,28.58,58.77,0.4817,28.58,3,0.45,Sindh,25.43,68.28,32,plains,1,high,1,3,2.0,3.5618
Sujawal,2018,0,77.46,21.61,77.09,0.6319,21.61,5,0.25,Sindh,24.59,68.32,8,coastal,1,high,2,3,2.0,17.1311
Tando Allahyar,2018,0,62.12,27.18,61.27,0.5022,27.18,3,0.44,Sindh,25.47,68.72,30,plains,1,high,1,3,2.0,3.9529
Tando Muhammad Khan,2018,0,72.54,20.93,71.58,0.5867,20.93,5,0.12,Sindh,25.12,68.53,20,plains,1,high,1,3,2.0,6.8171
Qambar Shahdadkot,2018,0,25.09,10.98,16.51,0.1353,10.98,1,4.6,Sindh,27.55,67.99,46,plains,1,high,1,3,2.0,0.7026
Peshawar,2018,0,532.7,28.85,191.36,1.5685,16.05,7,147.43,KPK,34.0151,71.5249,331,plains,1,low,1,1,3.0,1.1528
Swat,2018,1,751.78,52.62,319.02,2.6149,24.98,23,192.8,KPK,35.2227,72.4258,980,mountains,1,low,4,1,3.0,0.6504
Nowshera,2018,0,725.7,41.74,349.84,2.8675,22.55,25,170.89,KPK,34.0153,71.9747,288,plains,1,medium,1,2,3.0,2.421
Charsadda,2018,0,725.7,41.74,349.84,2.8675,22.55,25,170.89,KPK,34.1481,71.7408,276,plains,1,medium,1,2,3.0,2.5259
Dir Upper,2018,1,501.25,31.75,123.92,1.0157,10.81,6,157.7,KPK,35.5742,72.015,1370,mountains,1,low,4,1,3.0,0.1808
Dir Lower,2018,1,720.36,55.0,233.02,1.91,22.47,15,212.01,KPK,34.87,71.89,900,mountains,1,low,4,1,3.0,0.5172
Chitral,2018,1,275.19,14.62,43.46,0.3562,4.92,0,92.85,KPK,35.8514,71.7864,1500,mountains,1,low,4,1,3.0,0.0579
Kohistan,2018,1,798.62,61.44,302.7,2.4811,25.59,20,220.18,KPK,35.0,73.0,1200,mountains,1,low,4,1,3.0,0.5041
Tank,2018,0,168.53,13.76,73.73,0.6043,11.37,3,17.1,KPK,32.2194,70.3753,262,plains,1,medium,1,2,3.0,0.5607
Dera Ismail Khan,2018,0,168.53,13.76,73.73,0.6043,11.37,3,17.1,KPK,31.8303,70.9017,173,plains,1,medium,1,2,3.0,0.8475
Mardan,2018,0,725.7,41.74,349.84,2.8675,22.55,25,170.89,KPK,34.1986,72.0404,283,plains,1,medium,1,2,3.0,2.4637
Abbottabad,2018,0,983.0,52.53,581.14,4.7634,52.53,39,183.99,KPK,34.1558,73.2194,1256,mountains,0,low,4,1,3.0,0.4623
Haripur,2018,0,983.0,52.53,581.14,4.7634,52.53,39,183.99,KPK,33.9942,72.9394,580,hills,1,low,3,1,3.0,2.0005
Mansehra,2018,1,910.9,65.44,418.26,3.4284,32.82,32,225.84,KPK,34.3325,73.1975,980,mountains,1,low,4,1,3.0,0.8527
Battagram,2018,1,910.9,65.44,418.26,3.4284,32.82,32,225.84,KPK,34.68,73.02,830,mountains,1,low,4,1,3.0,1.0066
Shangla,2018,1,751.78,52.62,319.02,2.6149,24.98,23,192.8,KPK,35.0,72.6,1100,mountains,1,low,4,1,3.0,0.5795
Buner,2018,0,922.44,45.31,466.93,3.8273,35.49,36,207.08,KPK,34.51,72.5,750,mountains,1,low,4,1,3.0,1.2435
Malakand,2018,0,786.28,60.64,315.14,2.5831,29.77,19,211.66,KPK,34.5658,71.9303,850,mountains,1,low,4,1,3.0,0.7406
Hangu,2018,0,503.69,22.99,203.64,1.6692,12.82,13,129.08,KPK,33.5286,71.0594,710,hills,0,low,3,1,3.0,0.2864
Karak,2018,0,413.12,16.72,185.3,1.5189,11.72,12,92.76,KPK,33.1172,71.0942,590,hills,0,low,3,1,3.0,0.3135
Kohat,2018,0,503.69,22.99,203.64,1.6692,12.82,13,129.08,KPK,33.5869,71.4414,518,hills,1,low,3,1,3.0,0.7847
Lakki Marwat,2018,0,267.47,13.82,105.07,0.8612,9.65,4,49.78,KPK,32.6072,70.9125,218,plains,1,medium,1,2,3.0,0.9595
Bannu,2018,0,414.24,18.36,144.58,1.1851,10.34,7,106.7,KPK,32.9889,70.6006,370,plains,1,low,1,1,3.0,0.7794
Kurram,2018,0,433.5,18.83,116.02,0.951,17.06,4,124.54,KPK,33.8872,70.0989,1800,mountains,1,low,4,1,3.0,0.1288
Orakzai,2018,0,503.83,22.48,159.57,1.308,10.85,7,144.52,KPK,33.6583,70.9333,1400,mountains,0,low,4,1,3.0,0.1139
Khyber,2018,0,532.7,28.85,191.36,1.5685,16.05,7,147.43,KPK,34.1,71.1,1070,mountains,0,low,4,1,3.0,0.1787
Mohmand,2018,0,564.07,34.98,181.1,1.4844,18.13,6,163.19,KPK,34.4,71.2,900,mountains,1,low,4,1,3.0,0.402
Bajaur,2018,0,564.07,34.98,181.1,1.4844,18.13,6,163.19,KPK,34.69,71.5,1100,mountains,1,low,4,1,3.0,0.329
South Waziristan,2018,0,281.92,10.85,99.57,0.8161,9.04,5,60.1,KPK,32.3,69.8,1800,mountains,1,low,4,1,3.0,0.1106
North Waziristan,2018,0,423.62,17.61,131.28,1.0761,11.39,5,117.51,KPK,33.0,70.0,1400,mountains,1,low,4,1,3.0,0.1874
Torghar,2018,1,798.62,61.44,302.7,2.4811,25.59,20,220.18,KPK,34.9,72.9,2200,mountains,1,low,4,1,3.0,0.2751
Kolai Pallas,2018,0,798.62,61.44,302.7,2.4811,25.59,20,220.18,KPK,35.2,73.1,1800,mountains,1,low,4,1,3.0,0.3361
Swabi,2018,0,959.27,49.96,560.86,4.5972,49.96,38,182.4,KPK,34.12,72.47,360,plains,1,low,1,1,3.0,3.1073
Tor Ghar,2018,0,798.62,61.44,302.7,2.4811,25.59,20,220.18,KPK,34.85,72.85,2100,mountains,1,low,4,1,3.0,0.2881
Khyber Tribal,2018,0,532.7,28.85,191.36,1.5685,16.05,7,147.43,KPK,34.2,71.0,950,mountains,0,low,4,1,3.0,0.2012
Quetta,2018,0,142.5,43.09,30.0,0.2459,11.65,2,31.37,Balochistan,30.1798,66.975,1680,mountains,0,low,4,1,4.0,0.0178
Naseerabad,2018,1,86.18,34.3,71.04,0.5823,34.3,4,3.95,Balochistan,28.8775,68.3497,55,plains,1,high,1,3,4.0,2.5371
Jaffarabad,2018,1,44.67,10.36,31.86,0.2611,10.36,2,3.47,Balochistan,28.5236,68.1636,58,plains,1,high,1,3,4.0,1.08
Lasbela,2018,1,19.32,3.91,17.41,0.1427,3.91,0,0.47,Balochistan,26.2197,66.6997,36,coastal,0,medium,2,2,4.0,0.4705
Kalat,2018,1,115.46,21.85,42.28,0.3466,13.52,3,38.22,Balochistan,29.0239,66.5903,1920,mountains,0,low,4,1,4.0,0.022
Khuzdar,2018,1,76.9,12.07,51.18,0.4195,12.07,2,13.35,Balochistan,27.8125,66.6167,1260,mountains,0,low,4,1,4.0,0.0406
Turbat,2018,1,8.61,0.91,1.15,0.0094,0.85,0,2.96,Balochistan,26.0025,63.0406,152,plains,1,medium,1,2,4.0,0.015
Gwadar,2018,1,36.61,3.57,7.1,0.0582,0.81,0,7.84,Balochistan,25.1264,62.3256,10,coastal,0,medium,2,2,4.0,0.6455
Panjgur,2018,1,16.28,1.91,7.75,0.0635,1.91,0,4.23,Balochistan,26.9667,64.0833,969,mountains,1,low,4,1,4.0,0.016
Chagai,2018,0,35.53,7.28,3.19,0.0261,0.58,0,18.42,Balochistan,29.1,64.52,900,mountains,0,low,4,1,4.0,0.0035
Nushki,2018,0,118.43,25.36,12.01,0.0984,3.29,0,46.98,Balochistan,29.5519,66.0206,1340,mountains,0,low,4,1,4.0,0.009
Kharan,2018,0,66.59,15.41,21.72,0.178,2.96,0,27.82,Balochistan,28.5833,65.4167,900,mountains,0,low,4,1,4.0,0.0241
Washuk,2018,0,18.05,2.33,7.17,0.0588,2.33,0,5.84,Balochistan,27.5667,64.4667,700,mountains,0,low,4,1,4.0,0.0102
Awaran,2018,1,17.83,2.86,11.16,0.0915,2.86,0,3.04,Balochistan,26.3597,65.2436,420,mountains,1,low,4,1,4.0,0.053
Kech,2018,0,8.61,0.91,1.15,0.0094,0.85,0,2.96,Balochistan,26.05,63.05,140,plains,1,medium,1,2,4.0,0.0163
Dera Bugti,2018,0,73.28,26.26,62.75,0.5143,26.26,2,2.5,Balochistan,29.0369,69.1583,180,plains,1,medium,1,2,4.0,0.6934
Kohlu,2018,0,111.24,34.24,89.48,0.7334,34.24,4,3.57,Balochistan,29.8942,69.2542,950,mountains,1,low,4,1,4.0,0.1882
Sibi,2018,0,126.92,57.73,106.26,0.871,57.73,4,4.7,Balochistan,29.5444,67.8775,133,plains,1,medium,1,2,4.0,1.586
Ziarat,2018,0,147.57,36.63,55.89,0.4581,19.68,2,18.72,Balochistan,30.3819,67.7264,2449,mountains,0,low,4,1,4.0,0.0228
Pishin,2018,0,139.04,51.21,19.28,0.158,6.22,2,27.54,Balochistan,30.5758,66.9953,1580,mountains,0,low,4,1,4.0,0.0122
Qilla Abdullah,2018,0,139.04,51.21,19.28,0.158,6.22,2,27.54,Balochistan,30.6803,66.5806,1200,mountains,0,low,4,1,4.0,0.0161
Qilla Saifullah,2018,0,140.12,22.81,87.86,0.7202,22.81,4,9.18,Balochistan,30.7039,68.3508,1550,mountains,0,low,4,1,4.0,0.0566
Loralai,2018,0,143.66,27.21,84.26,0.6907,27.21,3,10.64,Balochistan,30.3722,68.5917,1390,mountains,0,low,4,1,4.0,0.0606
Musakhel,2018,0,74.24,8.5,53.43,0.438,8.5,1,4.28,Balochistan,30.0,69.75,1050,mountains,1,low,4,1,4.0,0.1017
Barkhan,2018,0,111.24,34.24,89.48,0.7334,34.24,4,3.57,Balochistan,29.8958,69.5264,1000,mountains,1,low,4,1,4.0,0.1788
Harnai,2018,0,141.11,48.7,107.63,0.8822,48.7,4,6.27,Balochistan,30.1,67.93,1100,mountains,1,low,4,1,4.0,0.1955
Sherani,2018,0,113.3,9.8,62.11,0.5091,9.45,4,7.81,Balochistan,31.05,69.95,1650,mountains,0,low,4,1,4.0,0.0376
Zhob,2018,0,141.0,15.96,68.72,0.5633,15.96,5,12.0,Balochistan,31.3436,69.4486,1405,mountains,1,low,4,1,4.0,0.0978
Jhal Magsi,2018,0,71.35,15.32,45.36,0.3718,15.32,3,11.85,Balochistan,28.2808,67.7256,62,plains,1,high,1,3,4.0,1.44
Khairpur Tamewali,2018,0,204.83,48.8,187.16,1.5341,48.8,9,7.7,Balochistan,29.5694,72.2403,100,plains,1,medium,1,2,4.0,3.7061
Mastung,2018,0,142.5,43.09,30.0,0.2459,11.65,2,31.37,Balochistan,29.7942,66.8411,1840,mountains,0,low,4,1,4.0,0.0163
Surab,2018,0,93.48,21.75,34.76,0.2849,6.78,1,35.83,Balochistan,28.49,66.26,1620,mountains,0,low,4,1,4.0,0.0214
Lehri,2018,0,126.92,57.73,106.26,0.871,57.73,4,4.7,Balochistan,29.43,68.18,80,plains,1,high,1,3,4.0,2.6237
Gilgit,2018,1,225.93,9.75,73.86,0.6054,4.65,0,64.58,GB,35.9208,74.3089,1500,mountains,1,low,4,1,6.0,0.0984
Skardu,2018,0,352.38,25.25,139.6,1.1443,14.16,9,80.27,GB,35.2971,75.6333,2438,mountains,1,low,4,1,6.0,0.1145
Hunza,2018,1,127.15,6.03,35.23,0.2888,1.94,0,39.07,GB,36.3147,74.6481,2438,mountains,1,low,4,1,6.0,0.0289
Nagar,2018,0,225.93,9.75,73.86,0.6054,4.65,0,64.58,GB,36.2333,74.45,2900,mountains,1,low,4,1,6.0,0.0509
Ghanche,2018,0,293.34,23.85,116.88,0.958,9.84,6,80.8,GB,35.49,76.67,2700,mountains,1,low,4,1,6.0,0.0865
Shigar,2018,0,352.38,25.25,139.6,1.1443,14.16,9,80.27,GB,35.51,75.7,2620,mountains,1,low,4,1,6.0,0.1065
Kharmang,2018,0,345.91,31.98,143.35,1.175,12.93,10,69.31,GB,35.08,76.2,2500,mountains,1,low,4,1,6.0,0.1146
Roundu,2018,0,385.12,23.86,135.17,1.108,10.28,3,108.99,GB,35.5,73.7,1600,mountains,1,low,4,1,6.0,0.1689
Tangir,2018,0,502.82,34.7,152.29,1.2483,11.1,6,150.31,GB,35.5,73.2,1400,mountains,1,low,4,1,6.0,0.2174
Darel,2018,0,502.82,34.7,152.29,1.2483,11.1,6,150.31,GB,35.55,73.4,1500,mountains,1,low,4,1,6.0,0.2029
Diamer,2018,1,706.1,36.98,314.71,2.5796,19.34,27,172.57,GB,35.1667,73.6667,1600,mountains,1,low,4,1,6.0,0.3931
Astore,2018,0,372.39,19.88,140.78,1.1539,13.11,6,93.27,GB,35.3667,74.9,2590,mountains,1,low,4,1,6.0,0.1087
Ghizer,2018,0,207.11,12.42,55.91,0.4583,4.71,0,64.25,GB,36.2,73.75,2200,mountains,1,low,4,1,6.0,0.0508
Gupis Yasin,2018,0,247.75,15.51,53.71,0.4402,4.87,0,81.18,GB,36.17,73.27,2260,mountains,1,low,4,1,6.0,0.0475
Muzaffarabad,2018,0,906.52,39.52,451.14,3.6979,32.22,33,205.97,AJK,34.37,73.47,737,mountains,1,low,4,1,5.0,1.2226
Mirpur,2018,0,820.93,40.02,585.25,4.7971,40.02,37,108.88,AJK,33.1478,73.7508,411,hills,1,low,3,1,5.0,2.841
Bagh,2018,0,876.57,37.62,475.1,3.8943,30.86,34,183.37,AJK,33.9861,73.7808,1070,mountains,1,low,4,1,5.0,0.8872
Rawalakot,2018,0,876.57,37.62,475.1,3.8943,30.86,34,183.37,AJK,33.8583,73.7611,1676,mountains,0,low,4,1,5.0,0.2833
Kotli,2018,0,893.55,40.95,564.31,4.6255,40.95,38,151.2,AJK,33.5136,73.9017,614,hills,1,low,3,1,5.0,1.8352
Neelum,2018,0,906.52,39.52,451.14,3.6979,32.22,33,205.97,AJK,34.55,73.9,1400,mountains,1,low,4,1,5.0,0.644
Haveli,2018,0,876.57,37.62,475.1,3.8943,30.86,34,183.37,AJK,33.77,73.66,1200,mountains,0,low,4,1,5.0,0.3956
Sudhnoti,2018,0,893.55,40.95,564.31,4.6255,40.95,38,151.2,AJK,33.55,73.67,960,hills,0,low,3,1,5.0,0.5872
Hattian Bala,2018,0,906.52,39.52,451.14,3.6979,32.22,33,205.97,AJK,34.37,73.83,1050,mountains,1,low,4,1,5.0,0.8585
Jhelum Valley,2018,0,906.52,39.52,451.14,3.6979,32.22,33,205.97,AJK,34.67,73.67,1600,mountains,1,low,4,1,5.0,0.5636
Islamabad,2018,0,899.26,52.28,578.92,4.7452,52.28,37,146.32,ICT,33.7294,73.0931,540,hills,0,low,3,1,0.0,1.0701
Lahore,2019,0,716.76,45.93,474.68,3.8908,45.93,23,62.29,Punjab,31.5204,74.3587,217,plains,1,medium,1,2,1.0,4.3549
Multan,2019,0,267.02,31.82,95.82,0.7854,19.49,6,36.27,Punjab,30.1575,71.5249,122,plains,1,medium,1,2,1.0,1.558
Faisalabad,2019,0,419.89,26.94,250.83,2.056,26.94,15,63.02,Punjab,31.4504,73.135,186,plains,0,medium,1,2,1.0,1.3413
Rawalpindi,2019,0,1027.01,43.39,544.26,4.4611,43.39,34,108.06,Punjab,33.5651,73.0169,508,hills,0,low,3,1,1.0,1.0693
Gujranwala,2019,0,850.1,42.46,539.1,4.4189,42.46,31,62.12,Punjab,32.1877,74.1945,228,plains,1,medium,1,2,1.0,4.7083
Sialkot,2019,0,1031.52,49.04,589.59,4.8327,49.04,32,73.31,Punjab,32.4945,74.5229,256,plains,1,medium,1,2,1.0,4.5882
Bahawalpur,2019,0,257.14,16.15,104.23,0.8543,16.15,8,42.52,Punjab,29.3956,71.6836,117,plains,1,medium,1,2,1.0,1.7666
Rahim Yar Khan,2019,0,218.52,15.47,64.96,0.5325,8.51,5,26.68,Punjab,28.4212,70.2989,82,plains,1,high,1,3,1.0,1.5653
DG Khan,2019,0,298.44,27.09,114.19,0.936,27.09,5,47.89,Punjab,30.0368,70.634,138,plains,1,medium,1,2,1.0,1.643
Muzaffargarh,2019,0,267.02,31.82,95.82,0.7854,19.49,6,36.27,Punjab,30.0736,71.193,118,plains,1,medium,1,2,1.0,1.6104
